Investor Date,PRIS,BERÄKNAT_SUBSTANSVÄRDE,Rabatt/Premie,Nuvarande rabatt minus snitt,Genomsnittsrabatt senaste 100 handelsdagarna,Avkastning 200 handelsdagar,OMX Date,Index Value,Avkastning OMXS#=
2023-09-12,"289,4",308.0,"1,064270905","-0,011239804","1,075510709","24,53%",2023-09-12,"2 177,11575071440","18,73%"
2023-09-13,"289,5",307.0,"1,06044905","-0,014646678","1,075095728","23,01%",2023-09-13,"2 162,46154855006","18,11%"
2023-09-14,"293,5",311.0,"1,059625213","-0,01497213","1,074597343","21,09%",2023-09-14,"2 190,20107851357","17,12%"
2023-09-15,295,315.0,"1,06779661","-0,006497277","1,074293887","20,58%",2023-09-15,"2 195,19740377056","17,16%"
2023-09-18,"293,6",316.0,"1,076294278","0,002164766","1,074129512","19,93%",2023-09-18,"2 187,01857813865","16,90%"
2023-09-19,"293,7",316.0,"1,075927818","0,001934877","1,073992941","17,26%",2023-09-19,"2 177,19921756502","17,78%"
2023-09-20,"296,7",320.0,"1,078530502","0,00467323","1,073857272","15,98%",2023-09-20,"2 202,44604431129","15,06%"
2023-09-21,"293,5",317.0,"1,080068143","0,006311956","1,073756187","16,83%",2023-09-21,"2 178,82483076964","16,96%"
2023-09-22,"292,1",313.0,"1,071550839","-0,002077116","1,073627955","17,84%",2023-09-22,"2 165,93697909570","18,85%"
2023-09-25,"291,6",312.0,"1,069958848","-0,003441067","1,073399914","20,13%",2023-09-25,"2 156,12204685902","22,01%"
2023-09-26,"286,1",309.0,"1,080041943","0,006663456","1,073378488","21,25%",2023-09-26,"2 133,15710384003","22,13%"
2023-09-27,"285,5",308.0,"1,078809107","0,005363699","1,073445408","22,38%",2023-09-27,"2 130,32329733697","22,68%"
2023-09-28,"288,5",311.0,"1,077989601","0,00453048","1,073459122","21,73%",2023-09-28,"2 137,64551264513","21,51%"
2023-09-29,"288,6",312.0,"1,081081081","0,007482854","1,073598227","22,56%",2023-09-29,"2 155,48603990537","20,52%"
2023-10-02,"287,8",311.0,"1,080611536","0,007011409","1,073600127","23,21%",2023-10-02,"2 145,96630963565","19,79%"
2023-10-03,"284,2",307.0,"1,080225194","0,006530547","1,073694646","27,27%",2023-10-03,"2 125,05513740058","22,04%"
2023-10-04,"280,1",306.0,"1,092466976","0,018486597","1,073980379","28,95%",2023-10-04,"2 116,77308060702","22,66%"
2023-10-05,"282,5",307.0,"1,086725664","0,012530247","1,074195416","26,51%",2023-10-05,"2 127,06428820093","20,87%"
2023-10-06,"286,1",310.0,"1,083537225","0,009122959","1,074414266","25,03%",2023-10-06,"2 154,01701310624","18,96%"
2023-10-09,"283,7",306.0,"1,078604159","0,003968481","1,074635679","26,89%",2023-10-09,"2 133,26262971576","20,88%"
2023-10-10,"290,4",314.0,"1,081267218","0,006470546","1,074796672","23,59%",2023-10-10,"2 193,06253248656","17,64%"
2023-10-11,"291,6",316.0,"1,083676269","0,008609157","1,075067112","23,90%",2023-10-11,"2 193,70926108395","18,30%"
2023-10-12,"295,6",318.0,"1,075778078","0,000543493","1,075234585","22,77%",2023-10-12,"2 212,12551156477","17,96%"
2023-10-13,"291,4",314.0,"1,077556623","0,00218757","1,075369053","22,10%",2023-10-13,"2 189,83843420009","16,32%"
2023-10-16,"292,1",315.0,"1,078397809","0,002860981","1,075536828","17,12%",2023-10-16,"2 190,77559948846","12,61%"
2023-10-17,"289,3",313.0,"1,08192188","0,006231214","1,075690667","15,73%",2023-10-17,"2 172,24665011879","11,00%"
2023-10-18,"287,8",314.0,"1,091035441","0,015007739","1,076027703","15,95%",2023-10-18,"2 144,43937776976","12,06%"
2023-10-19,"284,6",309.0,"1,085734364","0,009332207","1,076402157","20,48%",2023-10-19,"2 121,83215122448","15,10%"
2023-10-20,"277,7",303.0,"1,09110551","0,014194622","1,076910888","24,23%",2023-10-20,"2 077,65932018653","17,94%"
2023-10-23,"276,6",300.0,"1,084598698","0,007119824","1,077478875","25,09%",2023-10-23,"2 066,49719800655","18,97%"
2023-10-24,"280,1",302.0,"1,078186362","0,000360869","1,077825493","23,35%",2023-10-24,"2 074,19413916776","18,64%"
2023-10-25,"279,7",302.0,"1,07972828","0,001671674","1,078056606","23,95%",2023-10-25,"2 073,84019833277","19,25%"
2023-10-26,"282,7",304.0,"1,075344889","-0,002894236","1,078239124","23,98%",2023-10-26,"2 064,55125544930","20,81%"
2023-10-27,"281,3",303.0,"1,077141841","-0,001225527","1,078367369","26,31%",2023-10-27,"2 049,65310129612","23,08%"
2023-10-30,"280,9",304.0,"1,082235671","0,003707453","1,078528218","26,38%",2023-10-30,"2 057,14401002127","23,14%"
2023-10-31,"287,2",307.0,"1,068941504","-0,009552428","1,078493932","24,23%",2023-10-31,"2 075,79117344476","22,40%"
2023-11-01,"286,8",304.0,"1,059972106","-0,018342416","1,078314522","23,92%",2023-11-01,"2 073,43235161813","21,89%"
2023-11-02,"293,1",310.0,"1,057659502","-0,020338231","1,077997733","21,66%",2023-11-02,"2 110,80233063733","19,57%"
2023-11-03,"294,7",314.0,"1,065490329","-0,012252634","1,077742963","21,89%",2023-11-03,"2 126,75563642371","19,48%"
2023-11-06,"293,2",312.0,"1,064120055","-0,013472289","1,077592344","23,60%",2023-11-06,"2 123,49567384387","20,52%"
2023-11-07,"291,4",309.0,"1,060398078","-0,017149","1,077547078","24,64%",2023-11-07,"2 116,06412584016","21,32%"
2023-11-08,291,309.0,"1,06185567","-0,01554587","1,07740154","24,40%",2023-11-08,"2 114,31959242518","20,93%"
2023-11-09,"294,4",312.0,"1,059782609","-0,017561593","1,077344202","23,00%",2023-11-09,"2 137,97686327104","19,86%"
2023-11-10,"292,5",311.0,"1,063247863","-0,013934587","1,07718245","25,37%",2023-11-10,"2 115,37995599759","22,34%"
2023-11-13,"294,4",312.0,"1,059782609","-0,017327553","1,077110162","25,14%",2023-11-13,"2 122,62526960868","22,30%"
2023-11-14,"300,7",319.0,"1,060857998","-0,016062224","1,076920222","22,15%",2023-11-14,"2 169,97883273498","19,36%"
2023-11-15,"304,9",324.0,"1,06264349","-0,014178705","1,076822194","18,04%",2023-11-15,"2 192,96516623391","17,00%"
2023-11-16,"302,2",319.0,"1,055592323","-0,021150474","1,076742797","17,47%",2023-11-16,"2 171,53487926577","16,59%"
2023-11-17,304,323.0,"1,0625","-0,014185773","1,076685773","15,92%",2023-11-17,"2 198,82647598024","14,12%"
2023-11-20,"307,1",325.0,"1,058287203","-0,018316049","1,076603252","13,97%",2023-11-20,"2 206,34071238651","12,45%"
2023-11-21,"306,8",324.0,"1,056062581","-0,020326412","1,076388994","14,77%",2023-11-21,"2 197,08354265700","14,31%"
2023-11-22,311,326.0,"1,048231511","-0,027998077","1,076229588","13,15%",2023-11-22,"2 213,18267428542","12,77%"
2023-11-23,"310,3",327.0,"1,053818885","-0,022175676","1,075994561","12,73%",2023-11-23,"2 226,34427368346","11,84%"
2023-11-24,"312,3",327.0,"1,047070125","-0,028650055","1,07572018","13,29%",2023-11-24,"2 229,37204233159","12,61%"
2023-11-27,"312,7",327.0,"1,045730732","-0,029717932","1,075448664","13,40%",2023-11-27,"2 226,85317098805","13,40%"
2023-11-28,"310,4",326.0,"1,050257732","-0,024898799","1,075156531","14,69%",2023-11-28,"2 214,80598138616","14,22%"
2023-11-29,"314,7",329.0,"1,045440102","-0,029250533","1,074690635","14,62%",2023-11-29,"2 232,99905762488","14,46%"
2023-11-30,"315,8",330.0,"1,044965168","-0,029294141","1,074259308","14,09%",2023-11-30,"2 232,46151761905","13,97%"
2023-12-01,"315,5",332.0,"1,05229794","-0,02171026","1,0740082","16,51%",2023-12-01,"2 250,21409082462","15,23%"
2023-12-04,"313,9",333.0,"1,060847404","-0,013070584","1,073917987","16,37%",2023-12-04,"2 253,80023565474","14,44%"
2023-12-05,"317,2",336.0,"1,0592686","-0,014391668","1,073660268","15,20%",2023-12-05,"2 267,79840114155","13,94%"
2023-12-06,320,339.0,"1,059375","-0,013955054","1,073330054","14,59%",2023-12-06,"2 289,63643500748","13,12%"
2023-12-07,"321,4",339.0,"1,054760423","-0,018221067","1,07298149","15,00%",2023-12-07,"2 287,13456409996","14,16%"
2023-12-08,"323,4",340.0,"1,051329623","-0,0212894","1,072619023","16,08%",2023-12-08,"2 313,01107465508","14,24%"
2023-12-11,"328,7",343.0,"1,043504716","-0,028840277","1,072344993","13,96%",2023-12-11,"2 339,78401353166","12,81%"
2023-12-12,329,341.0,"1,036474164","-0,035563338","1,072037502","13,47%",2023-12-12,"2 334,72792606781","12,49%"
2023-12-13,"327,8",339.0,"1,034167175","-0,037592924","1,071760099","12,75%",2023-12-13,"2 322,75454802232","12,42%"
2023-12-14,"332,4",346.0,"1,040914561","-0,030650573","1,071565134","11,04%",2023-12-14,"2 365,25297324978","10,80%"
2023-12-15,"330,2",348.0,"1,053906723","-0,017636422","1,071543146","11,02%",2023-12-15,"2 386,43267710152","8,72%"
2023-12-18,"330,1",347.0,"1,051196607","-0,020247387","1,071443994","12,21%",2023-12-18,"2 374,16990387076","9,67%"
2023-12-19,"329,9",348.0,"1,054865111","-0,016427937","1,071293048","11,52%",2023-12-19,"2 384,54090174271","9,15%"
2023-12-20,"327,7",348.0,"1,061946903","-0,009262979","1,071209882","11,29%",2023-12-20,"2 390,84446335164","8,24%"
2023-12-21,"326,5",346.0,"1,059724349","-0,011252063","1,070976412","12,22%",2023-12-21,"2 375,13718006153","9,25%"
2023-12-22,"328,9",346.0,"1,051991487","-0,018685771","1,070677258","10,61%",2023-12-22,"2 377,04619511561","8,28%"
2023-12-27,"329,5",348.0,"1,056145675","-0,014335291","1,070480967","11,11%",2023-12-27,"2 390,27557813249","8,30%"
2023-12-28,"329,9",348.0,"1,054865111","-0,015420397","1,070285508","10,79%",2023-12-28,"2 389,00684957316","8,76%"
2023-12-29,"328,7",348.0,"1,058716155","-0,011411719","1,070127874","10,53%",2023-12-29,"2 396,06660303608","7,55%"
2024-01-02,"328,4",349.0,"1,06272838","-0,007291451","1,070019831","10,29%",2024-01-02,"2 394,92920289547","7,73%"
2024-01-03,"327,5",342.0,"1,044274809","-0,025381521","1,069656331","10,50%",2024-01-03,"2 356,63948580249","9,72%"
2024-01-04,"329,1",343.0,"1,042236402","-0,02697865","1,069215052","11,24%",2024-01-04,"2 361,89948238127","9,84%"
2024-01-05,"325,8",340.0,"1,043585021","-0,025137657","1,068722678","11,11%",2024-01-05,"2 337,86410066845","10,19%"
2024-01-08,"328,7",343.0,"1,043504716","-0,024692576","1,068197291","10,28%",2024-01-08,"2 357,77191404691","9,07%"
2024-01-09,"326,5",340.0,"1,041347626","-0,026306291","1,067653917","12,37%",2024-01-09,"2 344,72256422852","10,09%"
2024-01-10,"325,9",339.0,"1,040196379","-0,02687669","1,067073069","11,72%",2024-01-10,"2 341,93712371835","10,08%"
2024-01-11,"322,9",339.0,"1,049860638","-0,016700421","1,066561059","14,18%",2024-01-11,"2 336,24545900086","10,96%"
2024-01-12,"324,5",344.0,"1,06009245","-0,006089832","1,066182282","15,07%",2024-01-12,"2 355,96464910406","11,38%"
2024-01-15,"322,3",341.0,"1,058020478","-0,007808598","1,065829076","15,89%",2024-01-15,"2 340,46738818820","11,55%"
2024-01-16,319,337.0,"1,056426332","-0,009095127","1,06552146","15,17%",2024-01-16,"2 323,78503805898","10,96%"
2024-01-17,"316,3",334.0,"1,055959532","-0,009348409","1,065307941","15,71%",2024-01-17,"2 297,84659014779","10,64%"
2024-01-18,"317,2",334.0,"1,05296343","-0,012050871","1,065014301","15,64%",2024-01-18,"2 309,95068568275","10,70%"
2024-01-19,"313,9",331.0,"1,054475948","-0,010222078","1,064698026","16,98%",2024-01-19,"2 297,95562624114","11,92%"
2024-01-22,"318,6",334.0,"1,048336472","-0,015936884","1,064273356","15,38%",2024-01-22,"2 330,54912020596","10,45%"
2024-01-23,"321,9",337.0,"1,046908978","-0,016959587","1,063868565","13,11%",2024-01-23,"2 337,48252331919","9,23%"
2024-01-24,"323,9",337.0,"1,040444582","-0,022963469","1,06340805","15,31%",2024-01-24,"2 351,09902924899","9,94%"
2024-01-25,"327,2",340.0,"1,039119804","-0,023825924","1,062945728","13,08%",2024-01-25,"2 362,72644262851","8,30%"
2024-01-26,"328,9",340.0,"1,03374886","-0,028703058","1,062451918","13,17%",2024-01-26,"2 370,12973693248","8,70%"
2024-01-29,"327,3",339.0,"1,035747021","-0,026362532","1,062109553","10,75%",2024-01-29,"2 368,06148061968","6,17%"
2024-01-30,"328,7",340.0,"1,034377852","-0,027381781","1,061759633","8,91%",2024-01-30,"2 368,36401469585","6,09%"
2024-01-31,"327,9",341.0,"1,039951205","-0,021636369","1,061587573","10,00%",2024-01-31,"2 356,60090479639","7,42%"
2024-02-01,"327,6",341.0,"1,040903541","-0,020424822","1,061328363","8,94%",2024-02-01,"2 364,81220830354","6,14%"
2024-02-02,"330,4",343.0,"1,038135593","-0,0228607","1,060996293","8,44%",2024-02-02,"2 367,89800468502","5,87%"
2024-02-05,323,338.0,"1,046439628","-0,014380117","1,060819746","9,91%",2024-02-05,"2 339,88531263409","6,56%"
2024-02-06,"324,8",342.0,"1,052955665","-0,007789889","1,060745554","8,68%",2024-02-06,"2 357,52252917054","5,39%"
2024-02-07,"326,1",346.0,"1,061024226","0,00026482","1,060759405","8,74%",2024-02-07,"2 356,43247144111","5,94%"
2024-02-08,"326,7",347.0,"1,062136517","0,001433152","1,060703365","9,31%",2024-02-08,"2 358,49461540402","6,60%"
2024-02-09,326,346.0,"1,061349693","0,000794295","1,060555398","10,89%",2024-02-09,"2 352,41905379956","6,80%"
2024-02-12,"330,8",349.0,"1,055018138","-0,005330234","1,060348372","7,74%",2024-02-12,"2 367,49766005089","5,42%"
2024-02-13,333,349.0,"1,048048048","-0,011998517","1,060046565","7,06%",2024-02-13,"2 352,76663413955","6,16%"
2024-02-14,"333,3",349.0,"1,04710471","-0,012615484","1,059720195","7,32%",2024-02-14,"2 362,07089871091","6,22%"
2024-02-15,339,353.0,"1,041297935","-0,018122726","1,059420661","5,46%",2024-02-15,"2 385,24210773844","5,39%"
2024-02-16,"341,4",356.0,"1,042765085","-0,016386331","1,059151416","6,50%",2024-02-16,"2 408,91728155061","5,78%"
2024-02-19,"342,8",357.0,"1,041423571","-0,017345485","1,058769056","6,88%",2024-02-19,"2 410,32563209105","6,78%"
2024-02-20,"344,3",358.0,"1,03979088","-0,018591857","1,058382737","7,49%",2024-02-20,"2 414,78781949062","7,44%"
2024-02-21,"343,6",360.0,"1,047729919","-0,010353217","1,058083136","7,54%",2024-02-21,"2 414,97367618403","7,91%"
2024-02-22,"347,2",360.0,"1,036866359","-0,020779007","1,057645366","7,11%",2024-02-22,"2 426,37904520410","7,74%"
2024-02-23,"350,4",362.0,"1,033105023","-0,024069982","1,057175005","5,96%",2024-02-23,"2 435,44633039072","7,49%"
2024-02-26,349,361.0,"1,034383954","-0,022337177","1,056721131","5,56%",2024-02-26,"2 438,63648316093","6,43%"
2024-02-27,"353,6",363.0,"1,02658371","-0,029485111","1,056068822","3,22%",2024-02-27,"2 442,22245409204","5,99%"
2024-02-28,"352,7",366.0,"1,037709101","-0,017874408","1,055583509","2,81%",2024-02-28,"2 447,21355729424","5,18%"
2024-02-29,"352,3",367.0,"1,041725802","-0,013443733","1,055169535","2,98%",2024-02-29,"2 452,80514382665","4,22%"
2024-03-01,"354,7",371.0,"1,045954328","-0,008891941","1,054846269","0,56%",2024-03-01,"2 461,48951212602","3,38%"
2024-03-04,354,369.0,"1,042372881","-0,012088295","1,054461177","0,56%",2024-03-04,"2 455,36274101638","3,16%"
2024-03-05,"354,2",370.0,"1,044607566","-0,009466791","1,054074358","0,14%",2024-03-05,"2 449,03564431167","3,62%"
2024-03-06,"355,2",371.0,"1,044481982","-0,009282513","1,053764495","-2,36%",2024-03-06,"2 460,81434998768","0,82%"
2024-03-07,"356,7",373.0,"1,045696664","-0,007752386","1,05344905","-2,78%",2024-03-07,"2 471,57437125991","0,12%"
2024-03-08,"360,4",376.0,"1,043285239","-0,009816162","1,053101401","-3,83%",2024-03-08,"2 487,69512626377","-0,72%"
2024-03-11,"359,2",374.0,"1,041202673","-0,011495568","1,052698241","-2,81%",2024-03-11,"2 479,35499526855","0,44%"
2024-03-12,"367,5",380.0,"1,034013605","-0,018120063","1,052133668","-5,01%",2024-03-12,"2 521,90706115544","-1,54%"
2024-03-13,"368,5",381.0,"1,033921303","-0,017699365","1,051620667","-3,88%",2024-03-13,"2 527,46470908301","-0,74%"
2024-03-14,"367,8",381.0,"1,03588907","-0,0151849","1,05107397","-3,29%",2024-03-14,"2 527,85304675102","-0,65%"
2024-03-15,"374,2",383.0,"1,023516836","-0,026952363","1,050469199","-2,59%",2024-03-15,"2 533,62011420729","0,38%"
2024-03-18,"363,4",379.0,"1,042927903","-0,007192202","1,050120105","0,11%",2024-03-18,"2 504,80112404079","1,46%"
2024-03-19,"367,6",380.0,"1,033732318","-0,015932382","1,0496647","-0,41%",2024-03-19,"2 514,92479759073","1,38%"
2024-03-20,368,381.0,"1,035326087","-0,013942387","1,049268474","-1,25%",2024-03-20,"2 510,44120127016","0,53%"
2024-03-21,"372,9",384.0,"1,029766693","-0,01903272","1,048799413","-3,33%",2024-03-21,"2 550,50119024810","-1,40%"
2024-03-22,"371,9",386.0,"1,037913418","-0,010447161","1,048360579","-4,01%",2024-03-22,"2 534,34164096185","-0,52%"
2024-03-25,"370,2",384.0,"1,037277147","-0,010769923","1,048047071","-1,76%",2024-03-25,"2 526,06673868845","1,77%"
2024-03-26,"370,8",389.0,"1,049083064","0,001143805","1,047939258","-1,24%",2024-03-26,"2 547,97121994091","1,49%"
2024-03-27,"373,8",388.0,"1,037988229","-0,009756264","1,047744493","-0,51%",2024-03-27,"2 537,37395365101","3,15%"
2024-03-28,"368,1",378.0,"1,026894866","-0,020467494","1,04736236","0,98%",2024-03-28,"2 518,27483268156","3,91%"
2024-04-02,"367,3",387.0,"1,053634631","0,006376087","1,047258544","3,46%",2024-04-02,"2 508,64963318963","5,17%"
2024-04-03,"364,8",387.0,"1,060855263","0,013592193","1,04726307","4,74%",2024-04-03,"2 513,51882983107","5,35%"
2024-04-04,"366,7",390.0,"1,063539678","0,016259935","1,047279744","5,02%",2024-04-04,"2 521,86169429143","5,98%"
2024-04-05,"361,9",390.0,"1,077645758","0,030189152","1,047456607","6,52%",2024-04-05,"2 504,79878194151","6,58%"
2024-04-08,"370,3",392.0,"1,058601134","0,011190535","1,047410599","4,59%",2024-04-08,"2 522,35881470152","4,94%"
2024-04-09,"366,5",390.0,"1,064120055","0,01666651","1,047453544","5,38%",2024-04-09,"2 513,50408189617","4,86%"
2024-04-10,"368,7",390.0,"1,057770545","0,01034757","1,047422976","6,37%",2024-04-10,"2 519,05462939813","5,49%"
2024-04-11,"363,9",383.0,"1,052486947","0,005164531","1,047322416","8,27%",2024-04-11,"2 499,70353549395","6,51%"
2024-04-12,"355,8",376.0,"1,056773468","0,009439358","1,04733411","10,37%",2024-04-12,"2 506,99136949790","6,52%"
2024-04-15,"358,8",379.0,"1,056298774","0,009026062","1,047272712","7,69%",2024-04-15,"2 523,39523438462","4,33%"
2024-04-16,"353,1",373.0,"1,056357972","0,009104362","1,047253611","9,06%",2024-04-16,"2 491,75560603926","5,89%"
2024-04-17,"356,1",377.0,"1,058691379","0,011411741","1,047279638","8,31%",2024-04-17,"2 505,27436480869","4,94%"
2024-04-18,"357,5",380.0,"1,062937063","0,015511825","1,047425238","9,62%",2024-04-18,"2 517,68649217963","5,88%"
2024-04-19,"352,5",374.0,"1,060992908","0,01349664","1,047496268","10,72%",2024-04-19,"2 502,07016281184","5,50%"
2024-04-22,"353,9",373.0,"1,053970048","0,006405464","1,047564584","11,39%",2024-04-22,"2 511,40587364544","5,85%"
2024-04-23,"357,1",376.0,"1,052926351","0,005290524","1,047635828","9,86%",2024-04-23,"2 546,33174081995","4,73%"
2024-04-24,"353,6",368.0,"1,040723982","-0,006817452","1,047541434","12,22%",2024-04-24,"2 543,21070995348","5,34%"
2024-04-25,"344,5",362.0,"1,050798258","0,003203773","1,047594485","16,60%",2024-04-25,"2 525,39894209201","7,87%"
2024-04-26,"351,4",368.0,"1,047239613","-0,000377391","1,047617004","14,80%",2024-04-26,"2 557,69496388677","6,23%"
2024-04-29,"355,5",369.0,"1,037974684","-0,009500506","1,04747519","14,96%",2024-04-29,"2 566,80725386182","6,87%"
2024-04-30,"356,9",369.0,"1,033903054","-0,01330536","1,047208414","14,79%",2024-04-30,"2 556,39768263741","7,86%"
2024-05-02,"351,7",365.0,"1,037816321","-0,009179695","1,046996015","13,85%",2024-05-02,"2 525,20908051803","7,33%"
2024-05-03,"351,3",363.0,"1,033304868","-0,013433028","1,046737895","14,01%",2024-05-03,"2 540,07702138912","7,28%"
2024-05-06,"353,8",368.0,"1,04013567","-0,006457426","1,046593096","13,60%",2024-05-06,"2 563,78876898769","6,26%"
2024-05-07,"358,7",373.0,"1,039866183","-0,006613413","1,046479596","11,68%",2024-05-07,"2 593,17161700579","4,64%"
2024-05-08,"357,7",372.0,"1,039977635","-0,00646704","1,046444675","12,61%",2024-05-08,"2 589,10180364404","5,24%"
2024-05-10,"364,6",376.0,"1,031267142","-0,015125978","1,04639312","12,07%",2024-05-10,"2 627,86835540146","5,12%"
2024-05-13,"363,6",376.0,"1,03410341","-0,012289078","1,046392489","11,25%",2024-05-13,"2 624,75752970796","4,46%"
2024-05-14,"366,2",379.0,"1,034953577","-0,011379892","1,046333469","10,79%",2024-05-14,"2 632,85257155301","3,49%"
2024-05-15,"366,2",379.0,"1,034953577","-0,011192237","1,046145814","11,74%",2024-05-15,"2 627,51891465615","4,46%"
2024-05-16,"362,5",376.0,"1,037241379","-0,008766264","1,046007644","8,58%",2024-05-16,"2 608,81683384859","1,82%"
2024-05-17,363,377.0,"1,038567493","-0,007278788","1,045846281","10,88%",2024-05-17,"2 602,19946584099","4,68%"
2024-05-20,"371,8",383.0,"1,030123722","-0,015407478","1,0455312","7,99%",2024-05-20,"2 632,16986718167","3,83%"
2024-05-21,"371,7",382.0,"1,027710519","-0,017503712","1,045214231","8,02%",2024-05-21,"2 631,49206447274","3,71%"
2024-05-22,"371,4",380.0,"1,023155627","-0,021773101","1,044928728","7,24%",2024-05-22,"2 634,50585689380","2,89%"
2024-05-23,"370,3",381.0,"1,02889549","-0,015763434","1,044658924","4,56%",2024-05-23,"2 641,46680456681","0,42%"
2024-05-24,"370,4",379.0,"1,023218143","-0,021127445","1,044345588","5,02%",2024-05-24,"2 624,49953409580","1,22%"
2024-05-27,"367,2",380.0,"1,034858388","-0,009250984","1,044109372","4,36%",2024-05-27,"2 630,29593861230","0,67%"
2024-05-28,366,378.0,"1,032786885","-0,011026037","1,043812922","6,50%",2024-05-28,"2 616,28552074457","2,53%"
2024-05-29,"363,4",372.0,"1,023665382","-0,019943486","1,043608868","6,93%",2024-05-29,"2 583,50044792331","3,94%"
2024-05-30,"365,7",374.0,"1,022696199","-0,020719202","1,043415401","6,29%",2024-05-30,"2 593,07480918275","3,56%"
2024-05-31,"368,1",373.0,"1,0133116","-0,029804064","1,043115664","6,14%",2024-05-31,"2 604,10396835168","2,84%"
2024-06-03,"367,4",373.0,"1,015242243","-0,027593595","1,042835837","5,96%",2024-06-03,"2 612,01551981196","2,17%"
2024-06-04,"364,8",369.0,"1,011513158","-0,031027289","1,042540447","4,41%",2024-06-04,"2 587,70232229366","1,61%"
2024-06-05,"367,8",373.0,"1,014138119","-0,028144326","1,042282444","4,05%",2024-06-05,"2 609,72202190065","0,81%"
2024-06-07,"366,2",370.0,"1,010376843","-0,031514672","1,041891515","4,61%",2024-06-07,"2 623,58857873616","0,68%"
2024-06-10,"361,6",366.0,"1,012168142","-0,029248876","1,041417017","5,61%",2024-06-10,"2 600,71588312568","0,13%"
2024-06-11,"360,8",364.0,"1,00886918","-0,032061191","1,040930371","5,10%",2024-06-11,"2 586,96256837358","-0,55%"
2024-06-12,"367,4",368.0,"1,001633097","-0,038754766","1,040387863","1,85%",2024-06-12,"2 627,11556962238","-3,21%"
2024-06-13,"359,9",363.0,"1,008613504","-0,031305587","1,039919091","2,08%",2024-06-13,"2 587,11087292867","-3,60%"
2024-06-14,"353,7",359.0,"1,01498445","-0,024558611","1,039543061","4,38%",2024-06-14,"2 561,59954293350","-2,02%"
2024-06-17,354,358.0,"1,011299435","-0,027816136","1,039115571","1,75%",2024-06-17,"2 558,51261166354","-3,12%"
2024-06-18,"356,5",359.0,"1,007012623","-0,031693801","1,038706424","-2,86%",2024-06-18,"2 566,48891531470","-7,07%"
2024-06-19,"354,2",359.0,"1,013551666","-0,024824488","1,038376154","-7,57%",2024-06-19,"2 554,20595498857","-10,45%"
2024-06-20,"358,6",363.0,"1,012269939","-0,025827258","1,038097197","-12,47%",2024-06-20,"2 573,77092740786","-15,32%"
2024-06-24,"360,3",365.0,"1,013044685","-0,024794342","1,037839027","-12,35%",2024-06-24,"2 594,54387325081","-13,77%"
2024-06-25,"356,6",360.0,"1,009534492","-0,028064789","1,037599281","-15,11%",2024-06-25,"2 561,56621685281","-15,06%"
2024-06-26,"356,1",360.0,"1,01095198","-0,026401806","1,037353786","-10,61%",2024-06-26,"2 572,24273648604","-11,34%"
2024-06-27,"355,6",359.0,"1,009561305","-0,027546773","1,037108077","-12,54%",2024-06-27,"2 557,86518014630","-10,96%"
2024-06-28,"357,6",361.0,"1,00950783","-0,027298828","1,036806658","-11,05%",2024-06-28,"2 569,45386867404","-8,98%"
2024-07-01,"360,4",365.0,"1,012763596","-0,023764448","1,036528044","-10,43%",2024-07-01,"2 584,83228514585","-7,51%"
2024-07-02,"356,1",359.0,"1,00814378","-0,028087316","1,036231096","-9,88%",2024-07-02,"2 554,12372629332","-7,11%"
2024-07-03,"355,4",361.0,"1,015756894","-0,020170413","1,035927306","-10,30%",2024-07-03,"2 565,26501869852","-8,17%"
2024-07-04,"355,7",363.0,"1,020522913","-0,015083277","1,03560619","-9,73%",2024-07-04,"2 571,87069157505","-8,08%"
2024-07-05,"352,1",361.0,"1,02527691","-0,009975346","1,035252256","-6,73%",2024-07-05,"2 556,53460607799","-6,42%"
2024-07-08,"344,4",362.0,"1,051103368","0,015960351","1,035143017","-4,47%",2024-07-08,"2 564,30339110105","-6,45%"
2024-07-09,"344,1",358.0,"1,040395234","0,005459687","1,034935547","-3,14%",2024-07-09,"2 534,21518641641","-4,23%"
2024-07-10,"342,9",360.0,"1,049868766","0,014984203","1,034884563","-2,13%",2024-07-10,"2 548,39859279420","-4,72%"
2024-07-11,"344,2",364.0,"1,057524695","0,022546303","1,034978392","-3,28%",2024-07-11,"2 574,27510510064","-6,31%"
2024-07-12,"350,3",372.0,"1,061946903","0,026821559","1,035125344","-3,31%",2024-07-12,"2 630,60889458513","-7,47%"
2024-07-15,"346,9",368.0,"1,060824445","0,025505769","1,035318676","-0,75%",2024-07-15,"2 605,29237390310","-5,48%"
2024-07-16,"349,4",369.0,"1,056096165","0,020645498","1,035450667","-1,26%",2024-07-16,"2 613,58285970527","-5,69%"
2024-07-17,"351,2",371.0,"1,056378132","0,020779401","1,035598732","-2,85%",2024-07-17,"2 597,55521424743","-6,49%"
2024-07-18,"353,7",380.0,"1,0743568","0,038415831","1,035940968","-2,94%",2024-07-18,"2 597,78910320427","-6,40%"
2024-07-19,"354,6",377.0,"1,063169769","0,027075931","1,036093838","-2,45%",2024-07-19,"2 570,62996636395","-4,72%"
2024-07-22,"361,7",382.0,"1,05612386","0,019839353","1,036284507","-4,06%",2024-07-22,"2 593,42870432920","-5,57%"
2024-07-23,"361,2",378.0,"1,046511628","0,010094383","1,036417245","-0,75%",2024-07-23,"2 596,42534954345","-2,74%"
